username,tanggal,tweet
sariapriliaaa,2025-09-15,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
dewihidayataa,2025-09-12,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
agussetiawan_,2025-09-26,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
indra.pratama,2025-09-26,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
indralestari,2025-09-13,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
agus_lestari49,2025-09-02,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
nanda.setiawan,2025-09-01,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
andi_maulana,2025-09-28,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
putri_firmansyah,2025-09-13,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
fitriwulandari,2025-09-07,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
agussetiawan45,2025-09-19,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
putrihidayat_,2025-09-17,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
dewihidayat_,2025-09-15,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
indra_pratama40,2025-09-12,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
sari_lestari,2025-09-23,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
fitrisetiawan19,2025-09-01,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
fitri.setiawan,2025-09-25,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
fitri.wulandari,2025-09-09,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
rizkywijaya68,2025-09-17,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
dewi_saputra43,2025-09-19,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
linda.aprilia,2025-09-10,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
indralestariaa,2025-09-08,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
nandasaputra35,2025-09-16,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
sari.aprilia,2025-09-22,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
nanda_lestari85,2025-09-22,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
lindaaprilia74,2025-09-01,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
agussaputra,2025-09-26,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
dimas_setiawan30,2025-09-12,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
ayusetiawanaa,2025-09-07,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
andi_hidayat86,2025-09-28,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
fitri_wijaya,2025-09-19,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
indra_maulana70,2025-09-16,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
fitri_saputra,2025-09-06,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
fitrisaputra,2025-09-25,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
dimassaputra25,2025-09-25,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
indrawulandariaa,2025-09-16,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
linda.maulana,2025-09-19,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
aguslestari_,2025-09-18,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
ayu_lestari37,2025-09-05,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
sarimaulana,2025-09-19,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
sari_hidayat,2025-09-16,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
ayufirmansyah,2025-09-19,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
agus_saputra19,2025-09-24,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
dimaswulandariaa,2025-09-08,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
dewiaprilia20,2025-09-06,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
andi_maulana31,2025-09-18,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
ayu_pratama62,2025-09-02,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
dewimaulanaaa,2025-09-12,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
indrasaputra79,2025-09-26,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
fitriwulandari_,2025-09-04,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
fajar_aprilia,2025-10-06,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
sariwulandariaa,2025-10-08,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
sarihidayat_,2025-10-10,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
putrimaulana_,2025-10-09,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
indra_wijaya77,2025-10-11,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
ayuwulandari_,2025-10-08,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
putri_lestari,2025-10-16,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
rizky_hidayat,2025-10-25,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
dewisaputra45,2025-10-18,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
rizkymaulana,2025-10-28,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
dimaslestari4,2025-10-27,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
budi_wulandari59,2025-10-07,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
budilestari,2025-10-04,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
agussetiawanaa,2025-10-11,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
nandaapriliaaa,2025-10-12,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
budifirmansyah_,2025-10-19,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
dimas.pratama,2025-10-06,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
budisaputra,2025-10-11,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
indrasetiawan,2025-10-06,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
sariwulandari12,2025-10-28,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
andipratama_,2025-10-07,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
sariapriliaaa,2025-10-05,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
andimaulana9,2025-10-23,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
andi_saputra96,2025-10-26,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
agus_setiawan8,2025-10-06,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
rizkysetiawan,2025-10-15,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
putriwijayaaa,2025-10-09,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
fajar.setiawan,2025-10-22,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
dewi_firmansyah,2025-10-28,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
ayufirmansyah,2025-10-01,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
nandalestari31,2025-10-06,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
fitri_saputra,2025-10-11,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
agusmaulanaaa,2025-10-12,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
aguswulandari,2025-10-02,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
ayu.wulandari,2025-10-27,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
rizky_pratama98,2025-10-19,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
dewi_aprilia,2025-10-04,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
sari_wijaya42,2025-10-20,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
putripratamaaa,2025-10-20,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
linda.wijaya,2025-10-07,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
fajarwulandari,2025-10-28,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
fajarsetiawan_,2025-10-07,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
nanda_maulana73,2025-10-28,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
andisetiawanaa,2025-10-23,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
ayu_saputra,2025-10-02,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
dewiaprilia68,2025-10-01,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
rizkylestariaa,2025-10-28,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
fitripratama,2025-10-09,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
dimassaputraaa,2025-10-17,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
budifirmansyah_,2025-10-25,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
dewipratamaaa,2025-10-15,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
budilestari,2025-10-20,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
dimas.hidayat,2025-10-16,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
dimas_lestari,2025-10-02,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
sari_maulana68,2025-10-16,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
andihidayat,2025-11-04,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
linda_pratama12,2025-11-16,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
agusmaulana19,2025-11-27,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
rizky_pratama46,2025-11-07,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
putrisaputra94,2025-11-09,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
dewi.hidayat,2025-11-15,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
agus.setiawan,2025-11-05,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
budisaputra31,2025-11-11,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
fajar_lestari,2025-11-01,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
budi_pratama2,2025-11-13,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
linda.wijaya,2025-11-26,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
dimassaputra_,2025-11-26,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
ayulestari_,2025-11-21,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
linda.hidayat,2025-11-22,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
agusmaulana_,2025-11-22,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
dewi.lestari,2025-11-18,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
andi_lestari,2025-11-16,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
putrisetiawan_,2025-11-21,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
putriwulandari53,2025-11-06,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
dewiaprilia_,2025-11-02,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
indralestari_,2025-11-10,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
dewiaprilia_,2025-11-07,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
dewiaprilia,2025-11-17,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
andi_firmansyah17,2025-11-16,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
ayu_saputra,2025-11-19,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
agus_firmansyah,2025-11-05,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
putri_saputra,2025-11-15,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
fitrisaputraaa,2025-11-04,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
indra.firmansyah,2025-11-11,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
putriaprilia_,2025-11-05,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
agussetiawan99,2025-11-14,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
dimassetiawan_,2025-11-26,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
putrimaulanaaa,2025-11-14,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
fajar_pratama,2025-11-08,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
linda_firmansyah,2025-11-23,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
rizkymaulana,2025-11-18,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
fajar_lestari83,2025-11-24,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
putriwijaya_,2025-11-05,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
indrawulandariaa,2025-11-01,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
aguspratama89,2025-11-18,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
agussaputra_,2025-11-24,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
indra_wulandari,2025-11-27,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
dimas_firmansyah,2025-11-26,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
fajar_setiawan64,2025-11-09,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
linda_saputra38,2025-11-01,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
dimaslestariaa,2025-11-22,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
nanda.maulana,2025-11-02,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
budi.setiawan,2025-11-03,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
putri_pratama34,2025-11-03,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
aguswulandariaa,2025-11-17,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
indra.pratama,2025-11-22,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
andiwulandari_,2025-11-12,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
putrisetiawan91,2025-11-16,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
dewi.setiawan,2025-11-21,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
andi_wijaya,2025-11-10,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
lindawijayaaa,2025-12-08,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
linda.setiawan,2025-12-17,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
ayufirmansyahaa,2025-12-01,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
linda_setiawan98,2025-12-04,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
nanda.pratama,2025-12-15,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
andi_lestari59,2025-12-08,balii always be my favvv place ❤️❤️ #bali #ubud
saripratama,2025-12-18,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
rizkylestari36,2025-12-20,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
dimassetiawan58,2025-12-15,balii always be my favvv place ❤️❤️ #bali #ubud
budiwulandari,2025-12-21,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
indra.aprilia,2025-12-10,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
agus_aprilia,2025-12-09,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
dewi_lestari90,2025-12-20,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
putri.lestari,2025-12-01,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
lindawijaya_,2025-12-16,balii always be my favvv place ❤️❤️ #bali #ubud
linda_pratama11,2025-12-21,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
rizky_aprilia,2025-12-16,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
dewi.hidayat,2025-12-11,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
indrasaputraaa,2025-12-23,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
dimas_aprilia,2025-12-16,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
fajarhidayat_,2025-12-19,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
fajar_maulana76,2025-12-07,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
indra_pratama,2025-12-02,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
rizky_setiawan46,2025-12-10,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
budi.saputra,2025-12-28,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
ayufirmansyahaa,2025-12-06,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
fajar_wulandari60,2025-12-15,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
putrihidayat,2025-12-03,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
fajarmaulana,2025-12-08,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
dewisetiawanaa,2025-12-24,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
fitrihidayataa,2025-12-13,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
sarihidayat82,2025-12-14,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
fajarhidayat83,2025-12-24,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
ayusaputraaa,2025-12-16,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
budi_saputra,2025-12-17,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
rizkyhidayat50,2025-12-26,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
rizkywijaya,2025-12-16,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
putriwijaya92,2025-12-26,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
aguswulandari,2025-12-20,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
nanda_wijaya,2025-12-12,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
fitriaprilia24,2025-12-13,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
rizky.wulandari,2025-12-24,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
putrisetiawan,2025-12-12,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
putrilestariaa,2025-12-04,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
dewiwijayaaa,2025-12-24,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
rizkywijayaaa,2025-12-18,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
nandaapriliaaa,2025-12-19,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
